,Additional_charges
7129,14943.73
8024,11239.28
7816,3295.366
4222,6886.418893
2983,18635.66487
4033,12509.53398
6279,21431.49
5862,14672.61
2684,12436.75051
7724,10682.68
8108,11598.43
7807,29803.64
7137,8061.569
2272,23321.96267
8664,14522.65
3475,28510.94484
5777,13400.22
5000,28753.06
4371,7141.765856
3739,13108.20855
325,5266.841914
4305,15513.62449
6907,11741.25
7190,10432.82
1010,18868.52366
8481,14498.85
9116,7268.774
3471,10791.5995
8431,5872.214
4871,13542.04265
7906,6100.532
1403,24013.061
8151,13048.57
2429,25624.44228
6041,11817.41
2042,9444.958127
475,9899.220883
2859,26979.51125
4954,7446.305087
1367,18459.41909
2139,6254.162509
502,14566.82758
6394,14149.99
6981,12879.71
8116,9035.166
9002,27270.19
518,6592.833103
6716,8464.302
3440,7219.133007
5619,7381.844
4965,26717.86995
9656,19526.13
6345,26283.17
8188,13640.74
1925,8538.617415
7834,11136.54
177,23398.41818
8876,11338.21
354,11769.89885
8518,10999.92
675,9404.968987
8380,19227.96
8544,8636.701
9126,23945.71
8864,6479.592
5259,9978.138
7738,8906.773
7570,26619.28
3775,9190.3699
6042,8783.635
1587,11543.11859
2348,8239.639459
6753,6745.864
4533,25593.6576
2337,16174.11202
9661,7567.59
2332,11176.42197
4602,13033.50822
5864,8596.081
8669,7803.799
1951,11365.58709
2152,11109.94824
8488,5171.109
9781,4860.434
3842,4307.010799
4201,10990.39875
7232,7738.032
594,4682.685843
9376,8013.787
5531,7439.69
909,4372.786728
6862,12042.07
3613,5522.762727
2520,14967.46192
9890,3292.841
3683,19387.23017
2728,11621.85883
4688,19467.88007
5496,12318.96
6714,18298.72
9911,6465.868
5431,11753.74
3972,8199.243177
1498,9524.18807
77,3968.532959
5514,8796.225
1627,9506.9507
8961,4757.277
1448,5632.554766
7510,12199.21
6918,12496.0
247,19034.5481
5097,20851.3
2489,14727.40868
8849,6954.939
3394,4964.38235
3672,8592.01739
9866,27861.36
2436,3285.030764
1339,14379.73327
9820,6967.993
6409,14618.04
4724,10648.25577
8595,25848.2
4052,18693.88364
2423,14002.79827
7166,10154.63
6992,17318.36
945,8239.810294
4124,14715.14816
9403,22158.54
4679,8409.94389
1618,11163.39624
9731,11074.9
759,27127.60412
508,3713.479275
2032,13674.95642
3620,8359.908653
5358,4959.446
8593,8667.034
4258,6897.48132
9803,8400.391
7900,10531.56
3903,3927.355164
3466,25591.61131
4513,14455.25724
4943,18238.94806
84,13431.74992
2387,9907.87409
9945,14003.6
9239,25088.73
9290,6919.615
681,4129.165801
1915,6896.28235
1247,8962.462619
7944,4741.019
5522,7207.429
9345,8776.118
9930,6702.047
8656,5954.471
7416,8361.989
7309,5308.013
3313,22007.58094
8175,19638.06
2369,8619.252256
9966,8038.063
3036,9028.486037
4782,11023.91096
7838,22853.53
3286,9168.896123
9680,11381.14
7669,24210.23
8356,15435.14
2309,8227.949899
6069,12479.21
1883,11100.84544
1201,9132.051399
4830,9798.471726
2190,9306.041995
8159,13453.14
8557,8433.961
6283,13972.66
9557,8081.972
5922,14017.76
4881,14450.47826
1803,15771.56472
4261,15863.59875
4653,24482.34077
8350,11085.26
4266,10385.91553
3486,10552.23568
489,9561.517626
2323,17605.32976
7366,5446.397
8706,14072.03
8349,24263.6
3575,10084.34858
4565,5269.849527
7763,3288.809
2722,5523.961697
8935,5512.717
9719,10836.0
141,20406.27444
7504,5909.166
5284,27088.15
4077,8580.928427
306,14064.3457
9916,5519.506
1596,12569.10248
8341,11642.3
184,28963.52738
4216,21917.77878
1761,16221.5954
8025,11851.16
4102,14426.89874
4351,4870.39223
2155,4354.521223
144,9447.425753
276,9506.44324
6224,10840.15
1314,8237.9713
3164,7849.75329
5857,9344.356
198,4560.232892
5740,14607.99
6057,22786.09
2503,6171.662237
2055,25867.42778
7143,28033.53
2044,15512.55278
8940,12868.6
9687,6238.191
2934,16235.77057
7146,17630.44
1749,8765.293396
4988,18010.07556
7040,13651.12
4467,16170.83339
3615,3916.951727
6019,16382.54
8832,10286.13
1697,11840.77856
5277,25429.71
8346,16617.19
100,11659.42906
1796,26490.36016
6733,14881.31
9672,12799.01
1167,21531.79051
4766,28478.20053
1827,25044.1695
7400,15305.36
7542,10521.79
8344,22035.84
9825,9704.996
5076,5069.301
2807,23105.59098
3337,4320.670954
5637,9137.232
3836,5174.539637
1891,4013.460587
1998,11068.14275
9122,20937.74
4260,18834.87363
6012,25839.04
2598,12862.25393
1919,8407.440996
7977,12860.36
5139,9899.978
117,12240.5068
4234,14433.57839
3187,3767.150912
8783,11871.07
17,9539.219271
7245,12048.97
5282,21451.9
8833,12366.2
7395,15649.85
1120,13042.14674
9428,20789.73
3109,12657.00335
3193,10331.74325
6787,9326.806
9717,13662.36
2360,15281.03844
4329,3712.605905
7288,15134.62
7368,18889.81
4645,4662.236309
2550,5673.720957
9972,4576.672
3181,14188.26172
4406,10986.76506
1502,11976.81332
7739,5358.751
632,12633.19664
1933,25429.70608
1309,9827.689673
4313,9896.699366
3515,19847.15886
9907,10313.36
4386,8728.610096
6646,25791.7
6297,13471.02
1144,17916.1349
9380,29536.93
6377,10169.88
2568,21624.87131
5227,13521.33
3640,7379.883315
6449,12199.61
3224,5954.492709
74,8564.9565
4288,30071.48531
1806,8909.900953
1243,26238.92329
3598,13937.95029
6586,25533.01
652,4740.866827
6570,12289.5
2567,14236.02546
3765,18807.5198
3888,11024.83891
1262,4095.26379
3925,7857.784117
414,9419.602132
8048,12810.48
8950,14416.29
9248,13481.8
7706,7970.642
5345,21713.53
5490,14819.74
8410,9471.3
5888,13056.47
872,10565.01168
9060,17666.17
9848,11086.75
1833,7238.213563
2300,6275.597426
2123,13794.68483
8475,7577.029
4067,7278.112996
1534,14365.12666
5715,27931.43
3704,9496.39506
5036,7809.976
5048,11133.48
9187,13889.96
134,9220.397453
7589,4119.098
4447,11274.11854
2033,7887.285444
2307,29138.1674
5551,24389.07
3062,6155.04103
3075,9352.499564
8801,14382.47
5539,21854.13
3864,4542.550376
3732,8824.07405
5770,10546.5
9624,14765.52
2993,7829.036633
3796,15039.60736
3696,7638.094087
2611,12439.21613
1754,15533.58942
361,14461.42911
163,13818.9826
1440,28904.42962
6851,22729.66
9183,8359.931
7773,8628.663
3782,8955.905345
2885,8473.223825
7695,11723.88
3403,9950.806446
7554,7113.777
8474,13098.81
8150,24770.94
721,28112.53552
604,29222.45308
4720,25161.79172
4727,11440.94442
964,9896.3619
2799,7142.977606
1570,4149.50561
8927,9094.21
1857,12665.81714
384,12920.09949
2515,11785.44755
4604,6757.398209
7234,12847.95
9299,9279.415
1784,12052.52013
541,6923.788386
8839,4467.879
5349,18504.19
1140,6812.79333
8002,27536.86
6822,8542.381
6236,15790.57
7682,6201.407
3890,12502.47747
2824,12377.23199
8584,25722.69
4443,9004.757866
808,5294.624337
6518,15280.49
2176,12337.29361
3850,10046.53956
4549,10094.83263
7754,10227.34
1372,8108.321949
9581,16647.05
431,24718.43159
6286,10084.24
9375,7853.788
7404,18761.77
9274,29073.17
1598,9879.191003
9915,12626.99
3709,29828.95899
4394,10425.81835
6945,15479.46
799,21346.20201
879,14222.32503
2143,7026.131133
8773,13177.49
3609,12325.30743
2552,10441.70941
4548,14028.7619
413,22582.52878
2478,6370.533741
6037,10601.01
7558,8455.857
3118,7392.459966
1914,11173.8859
197,5421.22616
5748,13934.55
7898,16644.55
7687,29515.49
8295,10907.95
9381,7362.258
1657,10415.87801
3096,10005.97982
2339,12257.05843
3252,5161.662125
8520,5007.249
1604,5113.194936
7893,11303.68
1146,8635.708394
9217,13333.49
9382,4440.108
4354,6500.308249
7945,13676.78
8130,9687.783
1799,9272.38878
3448,19035.42708
7201,20501.49
7891,5865.087
4095,18866.12401
6676,15801.15
4446,9329.198703
8781,15014.97
6832,14612.26
7527,7368.162
6444,7005.312
6830,15005.65
6003,10077.35
6625,27223.55
4152,8478.338286
6680,6308.076
9583,14143.3
9750,6875.932
5916,10183.36
3173,13052.48188
6921,8406.9
3029,8669.677013
8457,10121.77
7474,11281.68
1335,13236.11121
331,11738.18623
8516,9696.251
7344,11123.34
4264,13712.39883
9309,16946.96
6038,10101.3
4140,14806.30321
9889,7050.724
7999,7985.838
2688,7617.644553
8245,8755.333
5494,9891.705
4377,9930.42521
3487,18708.4563
2762,27487.71261
5561,5999.82
5891,3842.921
5233,14891.42
9517,10849.29
6561,13320.29
2154,7797.968495
453,12346.02409
9856,6985.775
7219,10001.44
2853,28550.03308
5823,4297.158
1869,10621.72613
4641,28846.13891
7495,22105.72
1169,14877.87928
2002,28125.31669
8528,6025.18
7314,14527.21
8627,12200.0
8621,6565.074
2782,20570.57932
1447,7344.920723
5285,8919.62
1098,8232.484836
6305,24210.23
7531,19032.0
4020,24827.48431
4596,14772.28834
9059,20776.43
7493,28580.82
2261,3626.596119
559,14208.49399
6592,13654.78
9949,8595.535
4085,27633.76594
2968,8236.345037
7953,8755.123
67,12059.10782
2246,14058.54225
8510,7600.271
2430,7279.044333
8065,13905.93
9594,5783.555
8233,8586.512
1967,5711.603687
5996,25584.51
618,11752.13806
9215,14915.32
5504,12822.52
5686,12173.13
405,25344.14144
7277,11123.85
3965,23489.85336
6535,8772.84
6334,10644.59
4558,11413.32216
9676,26909.99
5919,12656.58
6129,21991.64
1135,12117.36811
1017,5198.32189
4923,3983.12106
9940,7041.096
1625,13087.60825
4209,8232.484836
1147,13155.88707
2230,7631.51201
3503,12174.83683
6902,12193.82
6039,8099.939
4685,18132.3842
9417,14348.01
9733,11074.87
5274,5358.925
5221,6275.597
2865,22667.94121
1685,12415.09302
770,9626.191487
7225,28254.0
2343,24637.46458
4499,7773.771438
5550,6805.791
8191,14157.58
2457,12452.21239
959,6678.060246
9872,24003.65
9629,25336.2
1081,21035.85004
4214,7220.927746
3292,9930.005556
6607,19675.95
6314,12068.53
1206,19324.02472
6608,7275.788
5664,3555.404
4811,12748.26639
9039,17785.17
248,14855.77149
8782,12509.53
3367,13937.95029
5878,7176.576
1196,7517.984927
4411,9459.017049
3645,25325.81647
9177,6889.719
6176,11064.2
1651,21062.45303
61,15571.41597
3566,10439.50042
1720,14443.88295
7681,7181.274
3043,9707.784819
8239,7506.777
4480,10907.01196
9280,20199.08
5196,7996.721
2268,19555.28258
5300,17557.26
8135,9678.212
9102,5540.223
3495,21706.80395
5212,27657.45
6004,24446.04
7263,4542.55
2344,7335.478109
6933,10438.99
7012,4795.586
3573,18394.0255
3295,19984.91062
6278,5563.951
3333,12292.17207
4273,23372.5384
698,15151.34248
3297,5810.15456
4918,12457.66791
9139,8762.645
1856,10962.76024
4522,11662.16359
8975,8956.871
8771,9879.191
859,23737.81001
6617,21482.68
8631,7607.814
7529,10812.88
1005,24602.44239
1341,6302.455576
7451,6636.784
5601,7580.731
8015,10702.75
9742,9609.241
7418,11471.39
8353,12134.85
6309,6531.093
4106,11020.63233
4387,8727.726992
3631,21365.78187
9870,23592.78
6834,12538.32
6022,14474.92
2220,18794.02094
7908,9175.233
3213,3871.099323
816,14112.56839
7719,6545.236
4126,5475.252303
9015,8714.774
6917,6609.41
3538,10815.22955
2794,6708.399773
6637,26254.89
8659,22000.06
3747,7359.709719
5921,12165.28
9908,12076.37
9339,8256.183
4486,27901.96403
6915,26792.68
7855,29233.88
5210,13842.22
165,10500.79875
6964,10795.1
4375,7050.27863
4835,7781.301564
1750,11645.64109
3643,4311.217382
1240,5083.338209
3484,3914.448833
8502,3955.138
4178,12130.10299
7718,8727.675
2215,8365.712103
4725,27803.06901
1289,14881.33204
9287,16884.48
555,13392.4356
9026,16090.63
4689,25788.42041
200,11997.4875
2016,10818.66039
5116,9602.228
9874,11974.55
2035,28029.37053
9069,11330.32
5361,13008.75
8960,13162.7
3567,7149.312303
3621,8323.53594
8459,6644.328
3006,9046.07742
6144,4713.513
3188,9894.843548
2147,11915.64795
3748,24569.67134
7312,6667.627
4458,9575.747111
2475,10911.79705
4026,6995.34646
1861,10414.99903
6904,12818.36
9586,10275.37
8456,4098.207
7519,10689.13
3943,17778.45707
3508,7029.897394
4437,11135.25578
8298,27969.88
7439,26828.06
8956,8536.361
9669,6534.289
4125,9598.859573
9806,10958.9
9480,11139.67
274,7217.496906
8668,4632.402
5215,7990.546
7545,5130.849
2951,4880.460246
3413,6148.654319
9985,5104.247
6887,6473.196
5608,11105.38
401,15219.64531
8524,12914.39
8826,5570.965
9936,10272.61
1794,24231.55874
2067,13112.19738
8484,4672.618
9162,12779.7
2228,22636.0764
549,21492.18341
1006,8181.135709
1438,8859.363366
7269,13795.67
2036,6313.937116
4993,7246.762844
9167,13037.72
6695,11548.48
1374,24592.06087
297,10886.18774
4926,9971.523103
6326,18735.85
56,17276.36942
8087,16125.52
9470,3585.743
1040,6103.810724
5094,6784.028
5470,10993.15
5578,14758.17
4849,14282.12993
4277,12714.52929
3449,7498.203116
7525,20658.34
1909,8954.01036
8797,4645.827
8650,7060.618
546,22024.13998
2955,14934.35664
8120,12599.87
744,10566.37054
4956,28507.6662
433,10294.40131
7975,29072.81
3069,14413.25048
9668,5113.391
9844,22764.48
1729,9520.564476
5670,13213.93
9307,14855.1
7648,12968.54
7923,16564.77
6152,11379.26
1142,14214.8807
2207,3999.704795
3441,28931.86372
6871,14123.73
843,14323.96047
5719,21490.54
2555,13098.35621
4040,6776.372369
6826,14140.24
6227,17852.87
1170,11984.19259
7240,5518.077
8968,4260.03
8032,26604.31
9001,22785.33
1249,10292.6853
9065,9817.731
6885,8044.572
6650,6572.829
4937,10802.49264
4226,4341.074109
1422,13780.64783
7634,10381.66
3580,4610.799376
8115,23577.22
6796,11191.35
4241,29128.58938
9974,7631.056
3021,9586.288663
707,8417.208959
2245,25608.58362
6756,19625.04
3456,16482.83921
3470,18796.21944
9369,26033.77
8289,7573.34
368,28673.17177
7916,19853.36
170,13185.68859
4792,8508.977563
1032,19641.00739
3803,18396.49709
8856,13159.15
5602,11877.78
7299,28218.95
8224,8936.357
4948,14044.16719
3301,9042.44477
7790,8363.209
8140,14447.2
1645,7876.903926
8029,14221.5
1222,12390.30762
3675,18479.14657
4318,7397.225788
1041,8643.251597
1905,11495.0481
4423,12339.34444
8247,12268.08
8515,7769.278
2208,5522.762727
3008,12166.31818
3858,14644.99621
2643,8431.861886
5283,6995.346
3910,28112.38331
8179,14720.75
4150,9858.474346
5552,28612.8
327,21949.76242
6520,20102.57
9153,8963.215
4219,6323.172233
9207,13638.7
6551,11532.51
7742,10722.51
9093,9900.793
4408,12035.08211
5799,10689.62
3494,5454.658026
9590,19816.37
2473,19066.21175
9983,12498.64
9792,5832.267
3798,11604.68794
3880,12528.66451
6849,6243.942
7375,6527.662
3276,23293.53104
4984,17976.97747
5815,27313.5
4570,11458.79571
427,22780.01799
1138,14711.54647
1716,14587.25519
3851,12667.60952
910,3826.925519
4691,10610.56887
8616,24336.25
1958,23400.46447
647,11138.53441
6919,12646.07
9101,17874.97
7108,3552.879
3790,22558.53513
377,27472.77004
9639,12206.04
9678,13043.01
9371,4164.641
1574,27991.79648
9365,14525.59
7100,5872.101
8737,7659.315
8293,14949.54
102,29021.25261
923,22309.99094
1418,5665.751283
2449,10757.86679
7022,13655.57
8078,5284.332
4524,9086.3316
8170,14293.18
3827,18881.8237
4071,29080.28588
412,13582.89534
9567,8328.441
155,26816.52389
1664,13562.59801
7185,13705.01
595,7347.293333
8408,12810.48
5370,5284.179
2096,13853.72936
3768,10187.05189
3166,6070.023801
7016,11497.25
2665,8940.109861
5460,13050.68
7762,9137.833
9810,7391.941
5739,8368.673
9644,11461.35
4669,3760.09441
5469,9575.954
110,7853.18413
1844,11472.29457
2879,17813.91817
8576,5793.158
1410,3725.607873
5597,7480.521
4,3716.525786
9022,13958.62
4775,5329.032604
5455,28405.29
1190,6747.041151
5627,11448.46
8634,10910.84
2505,10641.79869
2452,7542.089946
7311,7912.251
8086,6684.943
6709,14258.86
6447,28760.57
3882,3747.188079
6105,10525.21
566,23606.85439
1499,8441.504306
8685,12371.51
9779,8304.1
5121,3923.527
6802,11005.49
6178,4819.314
5357,4041.748
474,16555.62268
8900,21308.04
1379,8459.387472
2087,26521.14483
6944,9882.893
9030,9366.599
9651,13743.21
8292,21173.2
3597,7037.58584
8920,12096.81
8430,17615.71
192,22040.91747
9518,22461.36
60,7607.03839
6350,3824.62
1548,5070.183483
4651,7125.566114
7247,10363.34
5290,13979.92
5389,12665.06
250,7255.86726
1639,25192.34264
3815,23184.59834
2699,20883.76808
4777,18787.39025
78,6565.074053
5149,13084.13
1487,4962.746249
1778,5308.867753
6102,12334.01
2772,9096.37978
324,7937.319201
3269,11222.88434
3325,26491.23914
5321,8813.24
2467,12628.12141
2750,8195.970374
38,9711.930249
5805,12647.82
1939,14912.31739
424,14627.3454
4617,11616.14992
6627,6029.487
5077,8789.61
8503,24499.71
5486,10169.57
7217,13599.72
8038,17056.81
7747,15249.66
5512,23530.62
4452,6548.154094
8342,25120.39
4897,6746.511972
6553,4412.754
7170,15574.88
3080,15059.28676
9301,5843.947
9158,11567.0
6073,11064.55
4981,29558.61238
31,10575.43306
534,4678.96206
765,14705.32051
2073,8211.74626
6070,26903.29
3023,9736.715646
207,6698.353676
6062,21863.59
8365,21918.01
3608,7068.602118
7722,22957.42
6853,6084.289
7459,10675.54
3042,14669.59918
6193,8844.931
8699,12427.75
4451,15167.25703
3571,6439.009927
6571,5828.398
9613,15828.11
3742,13292.6393
6498,8311.686
8031,13154.02
4398,9879.401189
9354,6383.807
1559,22020.51431
1944,8359.070453
5585,27444.51
455,12427.77195
1847,9483.070326
1814,13483.86167
3953,9371.272281
9409,5933.0
4780,5423.750973
5081,8625.262
2687,10132.98967
791,26927.12297
2901,13292.22487
800,9617.970325
5306,11232.0
8334,14074.59
3756,16910.02719
2019,12079.64932
3990,11748.42454
2020,26253.26384
5666,9458.995
9690,6889.719
320,5352.13553
2695,13788.12756
1745,16004.02326
9017,7941.883
8271,14220.56
9981,5712.508
7955,12151.7
4256,6284.77306
4205,18445.52683
5653,14071.7
2171,5028.039378
8077,17172.91
5825,14290.65
1820,5910.09426
5635,7999.127
4469,10668.92995
2250,10204.59585
6155,4153.109
8564,13189.78
1743,6476.20323
3409,18918.79573
1880,6626.673836
6482,10369.12
4054,14882.4089
634,7556.642626
3444,5683.788973
6122,14464.54
9367,9501.047
9535,10528.55
2113,23667.17815
7888,3947.736
9563,21673.25
9683,11082.49
2354,11211.9981
9559,7952.218
5390,14644.12
9804,6906.445
560,5036.391197
3317,12458.5347
4672,8053.309877
1662,12387.98575
8733,14276.45
432,7667.773301
6092,28890.25
1018,7092.789339
7645,12640.74
7401,6660.889
2076,12680.95617
7002,9679.066
8107,6555.704
6425,15532.39
8008,5612.592
9989,12239.64
2129,14157.99915
1476,9360.005295
1399,11413.47437
1275,3778.702826
755,4788.529454
2637,9260.971622
9891,10044.7
3420,8270.323943
4786,3705.581566
6442,6083.513
9789,8389.703
1340,9002.558188
3100,5606.664272
624,11362.72686
292,16895.3683
7239,6069.476
5107,14428.33
5245,13955.29
4211,10974.70848
4593,12447.08565
2607,6233.336127
4286,27371.72341
2922,13975.71546
5192,20333.03
8277,6730.447
7196,6390.639
2069,3913.67309
2634,12022.73378
2805,14946.60325
2377,20660.80877
9084,6562.048
4628,11926.75616
8368,3949.058
6327,22547.35
7849,15861.52
9546,3684.713
2639,10921.62057
8880,6661.988
3788,4444.414826
3003,5840.494087
1748,26009.8583
4156,13692.01759
2579,28116.57127
2206,9013.031143
9795,25539.23
4625,8662.704887
62,12637.53975
8513,12283.99
9388,8891.535
8134,5201.601
1553,18282.06755
4791,10989.68448
4660,13186.89081
5379,7494.58
9437,10962.36
6025,10193.94
3287,10453.2664
7387,22805.65
5592,14542.66
3400,24698.59391
9390,10258.64
5702,10969.2
2099,13270.72368
2124,10689.50923
9788,25622.81
6048,27326.85
7550,12380.24
8181,11546.82
9770,9435.754
4057,27781.38305
9596,15147.52
3411,22358.62691
614,26751.60397
254,12718.4205
6335,14465.17
4081,22609.76934
2093,9057.29154
9110,22732.94
9014,5404.5
807,7942.281431
847,5203.703693
8351,10090.98
3593,22413.87907
1826,4129.056076
9216,4195.203
7868,8301.64
3114,24342.1079
5616,14062.73
7880,25912.29
2517,24682.74201
2417,17167.3167
8881,4518.555
6323,10405.26
3694,4720.302373
9704,14433.98
4306,14155.52425
6552,5068.373
1324,6949.431705
9268,14621.89
4504,6019.66373
3398,16232.83986
543,13459.42086
263,16344.8863
636,14540.82188
8305,19765.75
5821,9168.64
6200,9814.29
7135,13506.24
477,3241.33976
5629,3845.781
9265,22716.78
348,7546.307487
4911,27444.50688
6137,28050.42
5957,10132.38
9942,26524.01
7005,5219.06
2183,10508.65545
4736,10372.20129
6275,8111.114
9091,9437.428
7163,23739.01
6462,13702.29
4416,12804.67812
2378,14194.14213
9822,4320.422
4050,7509.684656
9793,5079.683
9516,10242.75
2310,12243.50905
2288,22608.92373
2049,5893.34659
891,7190.143073
337,6657.43659
4133,11622.78709
2820,17876.60173
7336,5768.591
5363,17734.25
4676,6951.224398
8320,10219.48
6986,7043.792
9555,12582.01
7587,6657.437
224,21015.28559
2863,7698.842719
6619,12906.21
8613,14177.37
6727,14944.33
6343,12828.7
2959,10070.55678
1344,8173.89671
304,15664.6814
8259,7987.156
4363,9503.164603
8329,6589.21
5776,9651.338
1238,6336.693008
2247,10613.86942
6370,9216.128
264,7460.516212
9283,5642.894
5720,10914.63
2952,14119.57081
9342,10244.58
3519,18095.67982
6188,10497.35
9905,8314.233
8187,8382.883
1108,9788.604729
289,25378.20475
1306,5295.612566
7618,6117.577
7199,7798.252
2365,11059.24718
1057,9667.108573
9108,6759.901
4637,11936.23165
5203,3947.758
9393,25202.68
5917,10671.76
9180,6986.842
395,8205.423946
7089,6699.947
87,3897.701163
6746,8298.584
4041,22268.82475
2159,5233.341965
8458,7631.941
6621,29693.85
5002,5406.158
5325,21098.77
8098,6490.372
9853,23804.4
6872,12107.03
7704,10309.7
7866,5225.676
5182,23565.69
8360,4522.227
3167,9052.116087
7693,26577.72
3482,13122.55054
7723,16500.69
5248,13777.37
9289,29776.14
7265,5864.664
3499,5102.588773
9670,12719.08
1053,27269.05981
6749,21345.33
8838,11666.24
9702,9718.546
6962,11946.01
4032,4494.450063
4600,16500.84271
9277,11448.46
227,20328.00639
9973,4430.436
3095,7724.74501
4977,5543.501303
2108,3674.64469
1726,13819.10471
3138,23136.37565
4630,4060.807076
9780,10347.84
6452,5468.765
7104,12849.77
3216,9756.104849
6217,7959.278
6706,14020.89
3653,29527.8277
4704,11510.02992
5846,7129.773
8630,12080.48
6612,6561.878
3308,18404.40701
514,9961.412609
50,6501.40703
336,12103.30919
3360,14228.07674
3964,22812.83571
4442,4608.274563
6253,6247.395
2255,5584.667494
2542,7849.905493
4135,7594.943456
969,9821.010019
801,22452.65381
1350,12058.1985
2439,15305.36215
7889,9135.876
5480,5099.31
156,11840.35916
3846,11010.37085
5105,11812.78
5954,7628.954
3928,25645.19879
2933,25003.00331
3635,4057.151591
6131,8071.679
3092,27791.76865
5122,10082.26
1037,12876.47846
4855,16360.85311
732,6185.761306
2217,11232.73461
3113,10658.07929
6130,13551.84
7481,10248.31
188,10775.31407
8019,17743.43
9995,8927.642
6984,20965.3
9658,12526.64
8845,21127.08
3617,28156.98034
3527,18082.94526
7635,15216.37
9460,6729.019
4303,21906.83178
6632,8815.321
6542,6442.821
8461,7164.477
229,11323.39465
1161,9458.99513
2043,9462.33175
1320,20091.42402
7006,15137.75
3908,24849.55214
9757,25547.92
9610,11061.82
4489,13298.98683
4343,20596.76636
1721,15144.58428
5472,14344.74
6324,13803.89
4670,23311.89465
4064,13386.55041
4428,4750.6419
89,3997.617113
5885,9911.175
2258,16044.10256
3878,5092.542676
4048,12161.76664
2414,3132.25999
5070,6192.864
3237,22380.97659
976,18340.71162
1405,13740.65869
1855,5549.719073
8812,6388.081
3073,6295.553345
2327,12998.90413
5881,29097.05
2835,5551.051406
787,5694.877936
8887,8982.155
2166,22410.12824
5613,24899.44
2574,4106.696883
3906,12250.44318
5625,28008.97
6786,14356.38
523,19203.35762
8299,16483.34
1897,15497.02087
7105,13032.75
9337,7470.92
4916,6046.824809
3175,4716.426387
5766,13098.78
4762,7047.653856
4896,13095.07485
253,6893.378835
6255,11447.66
7692,5635.855
9865,13186.67
7351,23776.9
7429,3784.63
9438,11768.7
7118,12902.84
9261,7717.606
5314,10775.97
2874,16325.92066
5039,4505.208
8136,3611.506
7171,11654.06
3889,14253.18666
7874,4961.104
7968,5902.969
1594,10982.22464
7651,15532.39
9353,4871.986
6543,13758.34
1872,11133.47836
889,10204.95036
2342,3959.270509
1787,6132.734406
8095,27993.56
2092,7754.172376
8829,19352.26
9228,11676.43
6759,13067.07
9020,12106.88
2593,8592.29591
6393,14475.54
5159,22640.59
9811,12955.44
5411,8715.134
513,6630.104676
9467,22151.44
5598,20699.06
9549,20347.26
8549,5605.32
3079,21230.9396
5882,14515.33
4910,11354.90611
5391,23669.89
2842,4713.14775
576,11817.51005
826,15278.815
196,12711.49174
1936,10418.27767
6361,9784.451
3405,25761.6715
7578,14040.89
1583,23628.87732
7515,13028.59
1775,25900.21516
1804,15141.51896
6633,8495.509
1561,18282.42091
8241,14365.53
6582,19749.05
5789,10750.28
5596,10461.15
8138,21782.23
178,12511.69405
4023,7248.281579
7831,14495.57
6794,19621.45
4528,14028.87481
4658,13914.37076
1065,6085.217582
4904,13432.4767
6662,10040.76
5127,12387.81
9419,13261.44
6698,10429.27
8837,9830.135
8865,11103.58
183,5991.40387
2211,22781.50135
9571,28443.59
6665,14350.04
2298,5919.72403
3909,15080.5326
3565,15655.48929
8938,23133.1
3316,9841.9977
2192,16731.14965
4271,4024.218953
2121,4246.714084
3266,7295.551016
9318,12896.39
8211,7839.147
5111,10569.96
5870,6035.313
2547,9722.311767
6199,5547.261
962,13507.81805
811,13651.27463
4366,12505.02933
4784,12405.22083
6891,13619.69
7817,14901.94
1902,13227.22469
7202,7467.541
1312,4942.278697
1122,3739.644876
7748,25913.92
568,4258.852503
6675,9643.874
8314,4949.893
9638,13669.33
9528,8205.131
3532,18233.87468
9614,8013.897
1087,7480.5206
8379,10200.29
8757,14102.46
2931,14980.32188
5574,6114.298
9975,14901.94
1658,12025.01409
6955,13185.95
6225,18347.46
5546,23721.96
8618,12832.19
4496,18184.28301
6863,3644.788
8062,26105.25
2851,13010.05856
3681,16473.33668
5634,19856.81
3383,10258.46979
313,8141.058763
9514,15294.06
9086,8736.151
2071,8749.642619
314,8958.274659
3896,6666.58033
9222,20348.01
8657,18868.52
8232,17832.16
6464,4327.015
2157,24345.07304
7753,21449.37
4900,23033.55666
5356,7726.724
3457,12227.20171
2531,25240.97861
9107,27038.53
3983,6730.77445
4382,26810.62146
4563,9257.052666
5853,5140.701
6434,12498.64
9677,8581.863
2954,19849.31074
1453,12297.9536
972,22206.37642
4320,10477.56418
2425,14989.33837
2837,8465.0168
7920,12711.61
8494,11265.37
5232,18060.42
805,8971.7269
2920,7750.516891
9485,12059.08
6123,12380.51
2780,9284.377027
9073,14943.05
7064,12005.08
4139,23441.98402
6704,5885.316
3762,12432.51299
9573,5294.247
5156,23400.46
7029,12351.24
6440,28279.19
3328,17525.90912
8053,12076.72
5908,10238.18
691,12601.52326
9830,19613.5
8043,11686.68
9996,28507.15
1077,25839.76954
3712,20105.45386
8100,8714.228
9947,11291.95
3056,9440.207517
9324,13686.4
2086,3716.738827
8202,9215.886
4807,14461.88645
3670,5731.588439
784,3323.625763
1493,29092.80373
1116,3821.214527
4495,11707.40155
8435,9625.499
9435,7562.829
2561,8160.309327
8577,13169.38
3182,14918.26082
4812,3595.789527
5788,15110.12
6360,13919.55
36,4204.82636
6522,7485.121
